DBN,School,District,Borough,Schoolnum,ThreeELA,ThreeMath,FourELA,FourMath,FiveELA,FiveMath,SixELA,SixMath,SevenELA,SevenMath,EightELA,EightMath,AllGradeELA,AllGradeMath
24Q081,P.S. 81Q JEAN PAUL RICHTER,24,Queens,81,44.80,41.41,41.09,51.91,28.82,40.80,,,,,,,37.26,44.34
02M089,P.S. 89,2,Manhattan,89,83.33,84.31,94.92,93.22,80.43,95.74,,,,,,,86.93,91.08
10X009,P.S. 9 RYER AVENUE ELEMENTARY SCHOOL,10,Bronx,9,33.08,29.55,22.39,22.79,13.56,21.67,,,,,,,23.38,24.74
21K090,P.S. 90 EDNA COHEN SCHOOL,21,Brooklyn,90,30.53,42.86,50.00,38.75,16.05,27.16,,,,,,,32.03,36.68
21K097,P.S. 97 THE HIGHLAWN,21,Brooklyn,97,50.81,53.08,58.52,55.94,46.15,63.43,,,,,,,51.93,57.49
22K134,P.S. K134,22,Brooklyn,134,63.74,70.10,71.62,74.67,48.19,53.93,,,,,,,60.89,65.90
21K225,P.S. K225 - THE EILEEN E. ZAGLIN,21,Brooklyn,225,41.07,38.02,37.66,36.25,39.39,48.54,29.20,25.98,36.56,29.36,35.43,27.54,36.39,33.63
22K315,P.S. K315,22,Brooklyn,315,34.51,18.18,35.25,28.93,36.11,20.79,,,,,,,35.28,22.89
24Q016,P.S. Q016 THE NANCY DEBENEDITTIS SCHOOL,24,Queens,16,19.57,27.88,38.18,39.16,24.85,32.25,,,,,,,27.59,33.10
28Q086,P.S. Q086,28,Queens,86,39.60,40.76,39.86,40.00,52.11,55.41,,,,,,,42.12,43.26
08X014,P.S. X014 SENATOR JOHN CALANDRA,8,Bronx,14,47.73,40.00,45.26,28.13,44.12,34.62,,,,,,,45.61,34.14
10X015,P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING,10,Bronx,15,51.85,35.19,37.74,49.06,29.17,37.50,35.48,45.16,39.68,25.40,63.46,50.00,42.77,40.06
10X037,P.S. X037 - MULTIPLE INTELLIGENCE SCHOOL,10,Bronx,37,24.72,26.37,29.17,25.68,24.32,28.38,23.64,70.37,31.25,28.57,20.69,23.73,25.73,32.29
09X088,P.S. X088 - S. SILVERSTEIN LITTLE SPARROW SCHOOL,9,Bronx,88,30.56,29.73,,,,,,,,,,,30.56,29.73
09X114,P.S. X114 - LUIS LLORENS TORRES SCHOOLS,9,Bronx,114,15.20,20.77,15.91,18.31,10.85,19.12,,,,,,,13.99,19.36
08X140,P.S. X140 THE EAGLE SCHOOL,8,Bronx,140,17.65,25.30,28.72,18.95,19.00,13.00,,,,,,,21.86,18.71
23K155,P.S./ I.S. 155 NICHOLAS HERKIMER,23,Brooklyn,155,27.03,26.32,15.22,16.67,7.69,18.18,14.71,11.43,11.11,0.00,12.24,16.98,14.17,15.36
26Q178,P.S./ IS 178 HOLLISWOOD,26,Queens,178,37.70,37.70,66.67,70.18,53.23,67.21,48.39,72.58,68.52,90.74,65.00,0.00,56.18,66.44
32K045,P.S./I.S. 045 HORACE E. GREENE,32,Brooklyn,45,33.71,22.47,24.00,36.00,24.10,8.33,25.86,46.55,30.88,17.14,33.93,8.93,28.67,22.69
24Q087,P.S./I.S. 087 MIDDLE VILLAGE,24,Queens,87,48.94,51.11,41.46,41.46,50.00,43.08,28.57,24.00,47.62,20.00,73.77,21.31,49.20,33.44
20K104,P.S./I.S. 104 THE FORT HAMILTON SCHOOL,20,Brooklyn,104,56.30,66.18,45.90,65.04,39.29,60.18,55.15,48.24,50.00,52.23,62.91,33.99,52.33,53.29
24Q113,P.S./I.S. 113 ANTHONY J. PRANZO,24,Queens,113,49.46,61.70,63.16,62.11,53.27,64.49,51.15,71.43,58.62,49.14,69.09,53.64,57.36,60.61
29Q116,P.S./I.S. 116 WILLIAM C. HUGHLEY,29,Queens,116,20.20,10.78,15.58,7.89,10.14,19.72,19.70,22.39,29.41,9.43,45.24,6.98,21.29,13.11
23K137,P.S./I.S. 137 RACHEL JEAN MITCHELL,23,Brooklyn,137,21.05,42.11,22.22,10.00,23.53,15.79,34.78,21.74,26.92,7.69,39.13,4.00,28.15,15.49
14K157,P.S./I.S. 157 THE BENJAMIN FRANKLIN HEALTH & SCIENCE ACADEMY,14,Brooklyn,157,20.00,10.87,23.64,26.32,10.00,16.13,14.58,14.58,13.73,13.21,20.93,6.52,17.65,14.95
06M187,P.S./I.S. 187 HUDSON CLIFFS,6,Manhattan,187,73.63,73.63,74.68,77.22,30.23,36.05,40.21,49.48,47.73,37.08,45.59,6.38,51.87,49.69
29Q208,P.S./I.S. 208,29,Queens,208,69.44,58.33,59.49,58.23,41.18,36.47,40.40,43.43,47.50,45.00,57.14,50.00,51.70,48.10
06M210,P.S./I.S. 210 - TWENTY-FIRST CENTURY ACADEMY FOR COMMUNITY LEADERSHIP,6,Manhattan,210,55.88,58.33,26.67,48.94,25.00,40.00,13.33,13.33,24.00,37.25,37.78,17.39,29.34,35.09
02M217,P.S./I.S. 217 ROOSEVELT ISLAND,2,Manhattan,217,67.61,70.27,62.50,61.02,55.56,64.81,23.53,30.00,25.00,40.00,27.78,33.33,53.33,58.00
09X218,P.S./I.S. 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL,9,Bronx,218,18.75,27.68,25.66,27.43,21.70,22.43,28.72,26.60,24.42,19.77,48.86,7.02,27.38,23.20
07X224,P.S./I.S. 224,7,Bronx,224,,,,,,,12.84,5.98,6.36,3.60,16.51,0.88,11.89,3.51
26Q266,P.S./I.S. 266,26,Queens,266,60.38,59.62,44.74,42.86,55.10,79.59,57.38,53.33,71.08,69.88,76.62,61.36,61.65,60.27
29Q268,P.S./I.S. 268,29,Queens,268,45.95,42.47,58.70,44.44,42.62,37.70,45.90,34.43,29.41,13.43,50.00,30.30,44.41,33.53
29Q295,P.S./I.S. 295,29,Queens,295,42.37,33.33,48.33,44.07,35.29,35.29,57.14,61.90,63.16,44.00,54.90,21.74,50.44,41.03
20K030,P.S./I.S. 30 MARY WHITE OVINGTON,20,Brooklyn,30,,,,,,,42.74,50.85,50.00,34.09,59.72,38.10,51.41,40.55
23K323,P.S./I.S. 323,23,Brooklyn,323,36.36,27.27,18.18,9.09,3.70,3.45,18.46,6.15,19.64,7.27,32.73,40.00,22.48,16.22
10X054,P.S./I.S. 54,10,Bronx,54,22.86,9.46,9.09,6.06,12.66,13.92,,,,,,,14.88,10.05
30Q078,P.S./I.S. 78Q,30,Queens,78,78.18,69.09,61.90,69.77,65.31,64.71,56.67,50.00,54.05,32.43,37.04,3.70,61.67,53.09
27Q042,P.S./M.S 042 R. VERNAM,27,Queens,42,13.70,9.33,16.22,14.86,8.70,5.71,6.56,4.76,6.94,2.86,11.76,,10.79,7.67
09X004,P.S./M.S. 004 CROTONA PARK WEST,9,Bronx,4,30.43,34.29,23.64,23.21,14.75,8.33,11.76,18.87,43.90,53.49,37.04,21.43,26.28,25.74
07X029,P.S./M.S. 029 MELROSE SCHOOL,7,Bronx,29,16.22,2.70,18.07,9.88,7.89,10.67,18.92,12.00,8.05,5.62,11.83,1.54,13.35,7.19
07X031,P.S./M.S. 031 THE WILLIAM LLOYD GARRISON,7,Bronx,31,21.82,21.05,14.75,21.67,9.26,5.08,10.00,5.56,11.39,1.28,16.47,0.00,13.86,8.33
27Q114,P.S./M.S. 114 BELLE HARBOR,27,Queens,114,62.35,67.44,76.25,78.75,59.00,69.31,43.33,48.28,50.00,11.63,52.63,10.00,60.89,60.46
11X498,P.S./M.S. 11X498 - VAN NEST ACADEMY,11,Bronx,498,51.72,44.83,33.93,41.07,19.35,27.42,28.09,40.91,42.11,35.79,54.44,28.89,38.89,36.08
29Q138,P.S./M.S. 138 SUNRISE,29,Queens,138,27.85,11.11,22.09,9.30,11.11,8.11,22.12,4.42,22.22,6.12,34.07,14.29,23.52,8.66
29Q147,P.S./M.S. 147 RONALD MCNAIR,29,Queens,147,40.58,36.11,23.44,12.50,35.09,22.81,31.43,11.43,32.31,6.25,25.40,3.39,31.44,15.80
11X194,P.S./M.S. 194,11,Bronx,194,29.73,32.47,34.39,39.13,24.84,39.87,29.53,45.64,31.69,39.58,41.10,17.24,31.81,36.39
10X020,"P.S./M.S. 20 P.O.GEORGE J. WERDANN, III",10,Bronx,20,17.97,17.05,24.79,11.81,14.60,11.27,21.67,20.33,27.50,27.85,29.89,17.65,21.84,16.79
25Q200,P.S./M.S. 200 - THE POMONOK SCHOOL & STAR ACADEMY,25,Queens,200,25.00,20.00,15.56,15.56,56.52,54.35,50.82,31.15,57.69,28.85,47.83,28.89,43.45,30.10
10X280,P.S./M.S. 280 MOSHOLU PARKWAY,10,Bronx,280,27.55,30.69,31.25,44.33,18.25,21.43,37.11,46.94,28.13,27.37,32.94,24.05,28.60,32.21
15K464,PARK SLOPE COLLEGIATE,15,Brooklyn,464,,,,,,,35.00,35.59,36.11,43.24,20.59,,31.54,38.54
17K002,PARKSIDE PREPARATORY ACADEMY,17,Brooklyn,2,,,,,,,26.47,19.57,19.61,25.16,35.71,27.22,27.31,24.17
29Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL,29,Queens,259,,,,,,,23.08,17.95,24.32,6.76,40.35,3.57,28.23,11.11
06M278,PAULA HEDBAVNY SCHOOL,6,Manhattan,278,52.27,38.64,42.59,39.62,38.78,38.78,46.15,56.92,49.23,71.88,68.42,54.55,49.70,51.41
11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEMENT,11,Bronx,468,,,,,,,20.93,29.07,31.86,22.40,33.33,20.93,29.50,23.53
11X566,PELHAM GARDENS MIDDLE SCHOOL,11,Bronx,566,,,,,,,17.86,6.90,20.42,10.34,29.01,8.13,22.75,8.44
07X385,PERFORMANCE SCHOOL,7,Bronx,385,,,,,5.45,1.82,,,,,,,5.45,1.82
24Q307,PIONEER ACADEMY,24,Queens,307,17.58,34.15,29.09,29.59,25.00,34.15,,,,,,,23.88,32.60
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,29,Queens,283,,,,,,,45.45,45.45,38.89,44.44,38.46,,40.99,44.95
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,2,Manhattan,408,,,,,,,95.83,95.65,84.00,83.33,83.33,44.44,88.06,82.14
06M178,PROFESSOR JUAN BOSCH PUBLIC SCHOOL,6,Manhattan,178,56.14,56.14,42.00,40.00,22.86,28.57,,,,,,,42.96,43.66
28Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,28,Queens,310,,,,,,,29.17,40.28,34.57,24.69,25.64,19.23,29.87,27.71
28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,28,Queens,680,,,,,,,77.27,86.36,96.51,91.86,90.48,63.41,87.98,80.86
25Q252,"QUEENS SCHOOL OF INQUIRY, THE",25,Queens,252,,,,,,,30.14,25.35,44.00,24.32,59.42,12.77,44.24,21.88
29Q289,QUEENS UNITED MIDDLE SCHOOL,29,Queens,289,,,,,,,16.87,5.81,25.76,10.77,17.33,1.75,19.64,6.25
02M422,QUEST TO LEARN,2,Manhattan,422,,,,,,,26.09,29.55,40.74,38.46,50.00,8.62,38.61,27.23
20K170,RALPH A. FABRIZIO SCHOOL,20,Brooklyn,170,46.20,53.89,32.20,43.48,38.96,57.06,,,,,,,39.04,51.23
15K676,RED HOOK NEIGHBORHOOD SCHOOL,15,Brooklyn,676,0.00,9.09,9.09,4.55,7.14,10.34,,,,,,,4.88,8.33
28Q332,REDWOOD MIDDLE SCHOOL,28,Queens,332,,,,,,,12.87,19.61,31.18,25.81,,,21.65,22.56
04M377,RENAISSANCE SCHOOL OF THE ARTS,4,Manhattan,377,,,,,,,15.91,9.09,18.37,4.08,16.67,0.00,17.01,4.35
04M037,RIVER EAST ELEMENTARY,4,Manhattan,37,43.75,50.00,44.44,13.89,29.03,16.13,,,,,,,38.55,21.69
10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141),10,Bronx,141,,,,,,,39.55,42.92,41.23,48.90,47.40,37.16,42.50,43.78
23K446,RIVERDALE AVENUE COMMUNITY SCHOOL,23,Brooklyn,446,17.39,4.76,48.00,30.77,22.22,22.22,,,,,,,30.30,20.00
23K668,RIVERDALE AVENUE MIDDLE SCHOOL,23,Brooklyn,668,,,,,,,6.25,6.25,18.75,21.88,25.64,15.38,17.48,14.56
24Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY",24,Queens,560,,,,,,,69.05,71.43,71.43,78.57,87.18,,76.15,74.29
17K484,RONALD EDMONDS LEARNING CENTER II,17,Brooklyn,484,,,,,,,12.50,10.26,18.42,13.16,31.11,15.91,21.14,13.22
13K301,SATELLITE EAST MIDDLE SCHOOL,13,Brooklyn,301,,,,,,,24.14,20.00,6.67,12.90,14.29,7.14,14.94,13.48
13K313,SATELLITE WEST MIDDLE SCHOOL,13,Brooklyn,313,,,,,,,25.00,19.05,25.00,12.50,32.14,28.57,28.13,21.54
27Q323,SCHOLARS' ACADEMY,27,Queens,323,,,,,,,86.84,84.65,92.34,86.21,96.71,,92.08,85.48
17K533,SCHOOL FOR DEMOCRACY AND LEADERSHIP,17,Brooklyn,533,,,,,,,30.00,0.00,9.09,0.00,33.33,11.11,23.33,3.45
10X386,SCHOOL FOR ENVIRONMENTAL CITIZENSHIP,10,Bronx,386,19.40,12.86,16.25,14.81,12.12,17.65,,,,,,,15.96,15.07
01M378,SCHOOL FOR GLOBAL LEADERS,1,Manhattan,378,,,,,,,17.86,32.14,20.29,30.43,32.88,21.62,23.45,28.19
17K531,"SCHOOL FOR HUMAN RIGHTS, THE",17,Brooklyn,531,,,,,,,7.69,7.14,24.39,19.51,23.68,5.26,21.74,11.83
15K497,SCHOOL FOR INTERNATIONAL STUDIES,15,Brooklyn,497,,,,,,,19.23,26.03,10.00,6.06,12.50,7.69,15.91,17.42
16K385,"SCHOOL OF BUSINESS, FINANCE AND ENTREPRENEURSHIP",16,Brooklyn,385,,,,,,,11.11,12.50,16.67,17.65,5.26,10.53,10.87,13.64
20K971,"SCHOOL OF MATH, SCIENCE, AND HEALTHY LIVING",20,Brooklyn,971,38.36,29.33,50.00,59.68,24.00,31.48,,,,,,,38.12,39.79
12X217,SCHOOL OF PERFORMING ARTS,12,Bronx,217,,,,,,,9.38,10.42,9.68,6.38,7.45,5.26,8.83,7.37
22K152,SCHOOL OF SCIENCE & TECHNOLOGY,22,Brooklyn,152,35.88,27.91,27.61,14.39,23.53,17.36,,,,,,,29.79,20.60
19K663,SCHOOL OF THE FUTURE BROOKLYN,19,Brooklyn,663,,,,,,,6.38,4.26,12.20,0.00,12.90,12.90,10.08,5.04
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,2,Manhattan,413,,,,,,,65.31,66.67,65.00,68.75,73.61,65.28,67.60,66.93
09X454,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,9,Bronx,454,,,,,,,32.54,38.46,26.76,26.35,41.98,35.77,33.58,33.25
17K543,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS",17,Brooklyn,543,,,,,,,52.31,26.15,41.38,55.17,48.28,41.38,47.51,40.33
09X457,SHERIDAN ACADEMY FOR YOUNG LEADERS,9,Bronx,457,12.75,25.24,13.19,24.73,20.22,24.72,,,,,,,15.25,24.91
08X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,8,Bronx,448,,,,,,,7.21,18.97,20.87,17.95,21.62,0.00,16.62,13.87
07X296,SOUTH BRONX ACADEMY FOR APPLIED MEDIA,7,Bronx,296,,,,,,,11.11,12.90,9.90,4.81,14.68,2.75,12.00,6.54
07X221,SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL,7,Bronx,221,,,,,,,17.98,30.34,14.13,6.52,33.67,13.27,22.22,16.49
31R058,SPACE SHUTTLE COLUMBIA SCHOOL,31,Staten Island,58,52.99,38.46,41.18,31.65,46.92,36.43,,,,,,,46.74,35.32
03M859,SPECIAL MUSIC SCHOOL,3,Manhattan,859,87.50,93.75,100.00,100.00,100.00,100.00,80.00,92.86,100.00,100.00,100.00,,94.05,96.97
19K422,SPRING CREEK COMMUNITY SCHOOL,19,Brooklyn,422,,,,,,,18.67,13.33,10.00,2.86,27.14,25.35,18.60,13.89
02M397,SPRUCE STREET SCHOOL,2,Manhattan,397,79.55,79.55,62.90,60.66,85.00,82.05,65.45,75.93,,,,,71.64,73.23
31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,31,Staten Island,861,77.00,45.92,56.57,56.00,43.94,55.22,35.00,41.00,51.49,54.46,63.16,39.80,55.08,48.40
03M241,STEM INSTITUTE OF MANHATTAN,3,Manhattan,241,45.45,14.29,21.05,10.00,0.00,0.00,,,,,,,20.45,8.16
15K821,SUNSET PARK PREP,15,Brooklyn,821,,,,,,,18.90,43.03,45.73,56.97,48.47,5.15,37.68,39.81
04M012,TAG YOUNG SCHOLARS,4,Manhattan,12,98.25,98.28,96.72,100.00,95.74,87.23,83.93,96.43,96.43,89.47,92.31,,94.15,93.56
05M517,TEACHERS COLLEGE COMMUNITY SCHOOL,5,Manhattan,517,40.91,29.55,21.43,20.93,,,,,,,,,31.40,25.29
23K697,TEACHERS PREPARATORY HIGH SCHOOL,23,Brooklyn,697,,,,,,,10.71,7.14,31.25,23.53,23.81,10.00,20.00,12.31
01M301,"TECHNOLOGY, ARTS, AND SCIENCES STUDIO",1,Manhattan,301,,,,,,,27.27,13.33,22.92,6.52,31.25,4.26,27.14,7.97
30Q300,THE 30TH AVENUE SCHOOL (G&T CITYWIDE),30,Queens,300,,,,,,,93.18,95.45,90.91,95.45,,,92.42,95.45
02M347,THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHOOL,2,Manhattan,347,63.64,36.36,0.00,0.00,30.00,20.00,0.00,0.00,0.00,0.00,16.67,0.00,47.06,20.59
24Q877,THE 51 AVENUE ACADEMY (THE PATH TO ACADEMIC EXCELLENCE),24,Queens,877,,,52.25,59.83,49.19,65.61,,,,,,,50.64,62.86
28Q303,THE ACADEMY FOR EXCELLENCE THROUGH THE ARTS,28,Queens,303,89.66,89.66,,,,,,,,,,,89.66,89.66
20K682,THE ACADEMY OF TALENTED SCHOLARS,20,Brooklyn,682,81.63,71.43,79.17,81.25,81.67,80.00,,,,,,,80.89,77.71
08X335,THE ACADEMY OF THE ARTS,8,Bronx,335,35.71,46.43,20.93,20.00,24.32,23.68,,,,,,,25.93,27.93
25Q244,THE ACTIVE LEARNING ELEMENTARY SCHOOL,25,Queens,244,86.36,90.91,,,,,,,,,,,86.36,90.91
03M334,THE ANDERSON SCHOOL,3,Manhattan,334,96.61,98.31,94.64,100.00,94.00,96.00,93.26,96.63,94.44,97.22,100.00,0.00,95.35,96.95
10X391,THE ANGELO PATRI MIDDLE SCHOOL,10,Bronx,391,,,,,,,13.13,3.51,10.00,9.52,18.05,12.23,13.47,8.16
31R053,THE BARBARA ESSELBORN SCHOOL,31,Staten Island,53,55.56,58.97,49.07,55.86,48.45,56.70,,,,,,,51.24,57.23
29Q135,THE BELLAIRE SCHOOL,29,Queens,135,39.86,43.15,42.95,36.48,48.00,42.42,,,,,,,43.40,40.50
04M182,THE BILINGUAL BICULTURAL SCHOOL,4,Manhattan,182,21.67,38.71,23.91,35.42,15.22,21.15,,,,,,,20.39,32.10
08X375,THE BRONX MATHEMATICS PREPARATORY SCHOOL,8,Bronx,375,,,,,,,8.33,8.33,15.19,3.75,12.90,2.53,12.50,4.57
10X331,THE BRONX SCHOOL OF YOUNG LEADERS,10,Bronx,331,,,,,,,14.29,20.54,6.61,6.11,18.18,4.46,12.80,10.14
15K146,"THE BROOKLYN NEW SCHOOL, P.S. 146",15,Brooklyn,146,0.00,0.00,0.00,0.00,14.29,37.50,,,,,,,46.15,35.71
01M361,THE CHILDREN'S WORKSHOP SCHOOL,1,Manhattan,361,54.55,63.64,69.57,43.48,61.29,54.84,,,,,,,61.84,53.95
20K187,THE CHRISTA MCAULIFFE SCHOOL\I.S. 187,20,Brooklyn,187,,,,,,,93.19,94.27,96.91,98.77,95.93,97.05,95.46,96.82
08X119,THE DR. EMMETT W. BASSETT SCHOOL,8,Bronx,119,23.78,24.71,46.67,43.67,27.33,26.32,,,,,,,32.21,31.26
31R028,THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND,31,Staten Island,28,,,,,,,16.67,17.74,32.14,23.21,,,23.77,20.34
01M315,THE EAST VILLAGE COMMUNITY SCHOOL,1,Manhattan,315,54.29,82.86,56.25,51.61,50.00,61.11,,,,,,,54.12,66.67
28Q287,THE EMERSON SCHOOL,28,Queens,287,,,,,,,13.00,14.56,13.22,6.45,25.53,4.05,16.83,8.64
09X443,THE FAMILY SCHOOL,9,Bronx,443,17.07,17.65,28.57,28.00,15.38,20.73,,,,,,,20.00,21.90
19K325,THE FRESH CREEK SCHOOL,19,Brooklyn,325,15.00,10.00,34.48,25.00,8.11,10.81,,,,,,,17.92,14.29
29Q270,THE GORDON PARKS SCHOOL,29,Queens,270,38.46,20.51,50.65,42.86,40.79,28.95,48.00,33.00,28.13,35.94,24.29,4.55,39.35,29.38
23K284,"THE GREGORY JOCKO JACKSON SCHOOL OF SPORTS, ART, AND TECHNOLOGY",23,Brooklyn,284,16.07,21.05,26.67,11.67,6.52,6.38,7.41,12.73,7.27,0.00,12.99,6.58,13.22,9.74
09X361,THE HIGHBRIDGE GREEN SCHOOL,9,Bronx,361,,,,,,,25.19,8.70,16.24,6.84,18.80,10.34,20.33,8.63
08X424,THE HUNTS POINT SCHOOL,8,Bronx,424,,,,,,,6.32,3.92,2.15,2.06,10.47,7.37,6.20,4.42
26Q115,THE JAMES J. AMBROSE SCHOOL,26,Queens,115,73.95,79.66,69.62,73.75,67.65,72.82,,,,,,,70.67,75.75
28Q354,THE JERMAINE L. GREEN STEM INSTITUTE OF QUEENS,28,Queens,354,12.50,6.19,25.61,27.38,18.29,12.20,,,,,,,18.46,14.83
04M072,THE LEXINGTON ACADEMY,4,Manhattan,72,28.26,43.48,32.79,27.42,16.90,12.50,19.23,23.38,24.66,15.28,,,23.71,22.80
15K447,THE MATH & SCIENCE EXPLORATORY SCHOOL,15,Brooklyn,447,,,,,,,85.52,86.21,85.71,91.93,85.59,22.92,85.61,80.23
31R080,THE MICHAEL J. PETRIDES SCHOOL,31,Staten Island,80,68.24,54.12,40.63,43.75,29.25,42.45,39.60,33.66,48.89,48.31,54.95,34.78,46.05,42.53
06M223,THE MOTT HALL SCHOOL,6,Manhattan,223,,,,,,,59.79,59.79,68.29,50.62,79.31,0.00,68.80,54.40
09X274,THE NEW AMERICAN ACADEMY AT ROBERTO CLEMENTE STATE PARK,9,Bronx,274,16.16,16.83,36.00,17.76,,,,,,,,,26.13,17.31
10X244,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM,10,Bronx,244,,,,,,,27.78,34.50,35.16,24.72,36.36,13.47,33.99,23.13
02M343,THE PECK SLIP SCHOOL,2,Manhattan,343,53.66,57.14,,,,,,,,,,,53.66,57.14
25Q499,"THE QUEENS COLLEGE SCHOOL FOR MATH, SCIENCE AND TECHNOLOGY",25,Queens,499,72.00,72.00,79.17,83.33,72.34,76.60,82.69,86.54,76.00,70.00,90.91,70.00,79.14,77.15
20K310,THE SCHOOL FOR FUTURE LEADERS,20,Brooklyn,310,64.37,75.28,61.33,79.49,43.75,70.77,,,,,,,57.52,75.43
08X337,THE SCHOOL FOR INQUIRY AND SOCIAL JUSTICE,8,Bronx,337,,,,,,,25.68,38.26,44.19,49.71,50.00,37.78,39.15,42.96
14K330,THE SCHOOL FOR THE URBAN ENVIRONMENT,14,Brooklyn,330,,,,,,,4.35,4.35,5.26,5.00,0.00,0.00,3.33,3.33
17K354,THE SCHOOL OF INTEGRATED LEARNING,17,Brooklyn,354,,,,,,,36.17,35.42,35.48,24.24,43.66,38.16,38.89,32.63
12X300,THE SCHOOL OF SCIENCE AND APPLIED LEARNING,12,Bronx,300,16.85,20.00,9.64,6.02,12.24,8.08,,,,,,,12.96,11.40
18K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,18,Brooklyn,366,,,,,,,17.65,14.07,19.39,13.94,41.98,11.03,26.78,13.07
20K180,THE SEEALL ACADEMY,20,Brooklyn,180,39.51,41.67,51.69,39.78,29.07,54.02,50.00,60.67,50.93,57.41,57.62,47.93,48.39,52.14
01M063,THE STAR ACADEMY - P.S.63,1,Manhattan,63,57.14,52.38,33.33,40.00,33.33,41.67,,,,,,,43.75,45.83
31R041,THE STEPHANIE A. VIERNO SCHOOL,31,Staten Island,41,42.45,54.72,51.85,50.91,42.11,45.83,,,,,,,45.63,50.64
07X551,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,7,Bronx,551,,,,,,,11.54,5.19,10.98,4.94,10.00,4.44,10.80,4.84
05M410,THE URBAN ASSEMBLY INSTITUTE FOR NEW TECHNOLOGIES,5,Manhattan,410,,,,,,,13.79,7.41,10.34,6.90,4.65,4.76,8.91,6.12
13K351,THE URBAN ASSEMBLY UNISON SCHOOL,13,Brooklyn,351,,,,,,,9.76,6.82,16.28,2.33,31.37,11.11,20.00,7.09
09X294,THE WALTON AVENUE SCHOOL,9,Bronx,294,43.24,52.56,58.90,57.53,,,,,,,,,51.02,54.97
15K154,THE WINDSOR TERRACE SCHOOL,15,Brooklyn,154,89.47,81.82,78.87,78.87,69.01,55.71,,,,,,,79.36,72.48
11X289,THE YOUNG SCHOLARS ACADEMY OF THE BRONX,11,Bronx,289,,,,,,,1.23,9.20,10.87,4.12,16.98,5.61,10.39,6.19
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,10,Bronx,225,,,,,,,24.53,16.98,27.54,13.43,27.59,20.69,26.67,16.85
10X045,THOMAS C. GIORDANO MIDDLE SCHOOL 45,10,Bronx,45,,,,,,,9.88,5.69,17.92,3.64,20.17,0.54,15.87,3.53
05M670,THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,5,Manhattan,670,,,,,,,28.30,18.18,20.83,12.50,33.93,21.43,28.03,17.61
05M318,THURGOOD MARSHALL ACADEMY LOWER SCHOOL,5,Manhattan,318,37.84,32.43,62.50,62.50,16.28,32.56,,,,,,,36.61,41.07
01M839,TOMPKINS SQUARE MIDDLE SCHOOL,1,Manhattan,839,,,,,,,44.90,50.52,59.14,47.31,44.00,35.59,49.62,45.78
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,1,Manhattan,332,,,,,,,30.56,16.22,25.93,0.00,17.86,3.33,25.27,7.37
16K534,UPPER SCHOOL @ P.S. 25,16,Brooklyn,534,,,,,,,10.00,0.00,18.18,9.09,30.00,16.67,20.83,9.72
05M286,URBAN ASSEMBLY ACADEMY FOR FUTURE LEADERS,5,Manhattan,286,,,,,,,10.20,8.16,9.62,0.00,16.67,0.00,11.68,2.92
08X366,URBAN ASSEMBLY ACADEMY OF CIVIC ENGAGEMENT,8,Bronx,366,,,,,,,0.00,0.00,11.11,2.86,20.93,2.33,18.29,2.47
13K527,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN,13,Brooklyn,527,,,,,,,28.95,34.21,26.00,4.00,30.61,8.16,28.47,13.87
09X241,"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",9,Bronx,241,,,,,,,15.58,28.57,11.11,13.33,29.11,0.00,18.29,17.44
